Video Link,Video Views,Video Title,Channel URL,Creator Name,Creator Gender,Total Channel Subcribers,Total Chanel Views,Duration of Video,Duration in Seconds,Date of Video Upload,No of Likes,Language of the Video,Subtitle,Video Description,Hashtags,No of Comments,Date of the Last Comment,Maximum Quality of the Video,No of Videos the Channel,No of Playlist,Premiered or Not,Community Engagement (Posts per week),Intern Who Collected the Data
https://www.youtube.com/watch?v=ZAThqkcEAs4,"437,563",Chintu Ka Birthday,All India Bakchod - YouTube,All India Bakchod,N/A,39900000,602900852,00:04:52,292.00,6/21/2020,11000,Hindi,No,Yes,0,736,9/23/2022,1080,157,18,No,0,Rahul Singh
https://www.youtube.com/watch?v=zbcCdoHeS4w,"171,714",Business Analytics & Business Intelligence Full Course 2022,Simplilearn - YouTube,Simplilearn,N/A,20400000,246600359,00:11:11,671.00,1/21/2022,2900,English,Yes,Yes,0,36,9/7/2022,1080,4576,63,No,69,Rahul Singh
https://www.youtube.com/watch?v=zbMHLJ0dY4w,"1,836,375",SQL Basics for Beginners,edureka! - YouTube,Edureka,N/A,305200000,339614261,00:27:50,"1,670.00",10/4/2019,33000,English,Yes,Yes,0,352,9/23/2022,1080,7475,105,No,62,Rahul Singh
https://www.youtube.com/watch?v=zCLOJ9j1k2Y,"12,905,189",Japan in 8K 60fps,Armadas - YouTube,Armadas,N/A,167000,35759963,00:05:24,324.00,9/1/2019,167000,N/A,No,Yes,0,8400,9/22/2022,1080,59,0,No,0,Rahul Singh
https://www.youtube.com/watch?v=ze7CiKeVxe0,"19,897,294",Drug problems,https://www.youtube.com/user/JAM05028,Jam05028,Male,211000,33691313,00:05:07,307.00,28-10-2007,230000,English,Yes,Yes,0,5343,19-09-2022,480,80,7,No,0,prateek
https://www.youtube.com/watch?v=zhcjkjXWboE,333,How to Host A portfolio website on GitHub Pages for free | Host an HTML Website online for free,https://www.youtube.com/channel/UCHGMk_pb8BE1DdqANC_j5aA,The Code Chic,Female,64,4072,00:04:33,273.00,19-09-2022,6,English,Yes,Yes,4,0,N/A,1080,39,6,No,0,prateek
https://www.youtube.com/watch?v=zHpenVvUEyc,"86,971",How One Company Is Making Self-Driving Trucks A Reality,Business Insider - YouTube,Business Insider,N/A,68700000,3139694002,00:06:18,378.00,9/22/2022,1600,English,Yes,Yes,0,408,9/23/2022,1080,5322,77,No,13,Rahul Singh
https://www.youtube.com/watch?v=zhsQsQx6788,"117,297",Monsoon Raaga Pre Release Event,https://www.youtube.com/c/KannadaPichhar,Kannada Pichhar,Male,279000,173028943,00:01:49,109.00,9/14/2022,453,Kannada,No,Yes,1,10,9/16/2022,1080,7844,11,No,25,Akhil Teja
https://www.youtube.com/watch?v=zhVDk8Y55pA,"712,559",10 Most Advanced AI Robots in the World,Motech - YouTube,Motech,N/A,24000,4455004,00:01:54,114.00,3/15/2022,4300,English,Yes,Yes,0,571,9/18/2022,1080,30,1,No,0,Rahul Singh
https://www.youtube.com/watch?v=ZIXM37H0mzs,"1,338,713",Top 20 NEW Features & Updates EXPLAINED,PiXimperfect - YouTube,Unmesh Dinda,Male,41500000,329727112,00:27:45,"1,665.00",11/4/2019,47000,English,Yes,Yes,0,2577,9/7/2022,2160,739,44,No,2,Rahul Singh
https://www.youtube.com/watch?v=ZjMsEyG5EjE,"464,983","Beyblade Metal Fusion E01 ""Pegasus Has Landed""",Bey Toons India - YouTube,Bey Toons India,N/A,14000,1901853,00:22:03,"1,323.00",11/21/2020,9900,Hindi,No,Yes,3,0,N/A,720,45,6,No,0,Rahul Singh
https://www.youtube.com/watch?v=zJYgSc4fAEA,"96,706",Royal Enfield Hunter 350 Review,https://www.youtube.com/c/SagarSheldekarOfficial,Sagar Sheldekar Official,Male,147000,11971349,00:11:33,693.00,8/10/2022,4500,English,No,Yes,0,818,8/23/2022,2160,84,4,Yes,2,Akhil Teja
https://www.youtube.com/watch?v=ZkbsyRm4vH8,"263,557",ake N' Bake - Official Trailer,All India Bakchod - YouTube,All India Bakchod,N/A,39900000,602900852,00:01:26,86.00,1/7/2020,10000,Hindi,yes,Yes,0,351,9/23/2022,1080,157,18,No,0,Rahul Singh
https://www.youtube.com/watch?v=ZMuO1nsF8Fk,"424,783",PRINCE OF PERSIA The Forgotten Sands Gameplay Walkthrough Part 1 FULL GAME [4K 60FPS] No Commentary,https://www.youtube.com/c/MKIceAndFire,MKIceAndFire,N/A,3140000,1685523078,04:32:56,"16,376.00",4/18/2022,5200,English,No,Yes,3,371,9/22/2022,2160,6945,563,No,0,Syed safdar
https://www.youtube.com/watch?v=zo1XOz4--Bc,"71,068",Chinni Muddhu next level conversation,https://www.youtube.com/c/RaghuVinestore,Raghu Vine store,Male,326000,52442303,00:01:03,63.00,8/31/2022,7000,Kannada,No,No,0,182,9/1/2022,1080,183,6,No,1,Akhil Teja
https://youtu.be/_575JFx6Iq4,"66,320,871",NO MORE SINGLE: VALENTINE SPECIAL FEAT ROCKY,https://www.youtube.com/c/AddictedA1,Ajey Nagar,Male,36800000,3014495379,00:06:07,367.00,2/11/2019,4100000,Hindi,Yes,No,0,98511,9/25/2022,1080,179,8,No,1,Harshit Prajapat
https://youtu.be/_kciYqmz52g,"3,428,407",Rugged Boy Paavangal | Parithabangal,https://www.youtube.com/c/Parithabangal,Gopi and Sudhakar,Male,3880000,562910909,00:14:48,888.00,8/30/2022,219000,Tamil,Yes,Yes,0,8183,9/20/2022,1080,260,15,No,4,Thinesh
https://youtu.be/_Q-J0GhUyro,"10,342,898",ROASTED,https://www.youtube.com/c/Arjyouofficial,Arjun,Male,3540000,165621440,00:08:39,519.00,4/5/2020,873000,Malayalam,Yes,Yes,0,46584,9/24/2022,720,58,0,No,0,Sanjay Lakshmanan
https://youtu.be/_vAQFzrBat4,"1,403",Little Boy Gives Cookies to Garbage Man,https://www.youtube.com/c/newsflare/featured,Newsflare,N/A,1140000,1006555170,00:08:52,532.00,9/15/2022,83,English,Yes,Yes,0,13,9/22/2022,1080,4874,44,No,0,Jaimo
https://youtu.be/06vJY6fRhvw,"261,497",Dissapointed at our 1st road trip | Couple bike ride Vlog Hussain Manimegalai,https://www.youtube.com/c/HussainManimegalai/featured,Hussain Manimegalai,Male,1640000,218894484,00:17:46,"1,066.00",9/14/2022,10000,Tamil,No,Yes,1,332,9/21/2022,1080,248,3,No,5,Jaimo
https://youtu.be/0e3GPea1Tyg,"294,888,050","$456,000 Squid Game In Real Life!",https://www.youtube.com/user/MrBeast6000,Mr Beast,Company,101000000,17372805168,01:41:00,"6,060.00",25/11/2021,14000000,English,Yes,Yes,0,660000,9/23/2022,1080,728,7,No,1,Shashank
https://youtu.be/0etUwuIOjvc,"800,048",1V1 CHALLENGE WITH STAR CAPTAIN,https://www.youtube.com/c/ActionGaming1,Action,Male,140000,10481768,10:23:00,"37,380.00",13/03/2022,45000,Mongalian,Yes,Yes,3,2800,9/23/2022,1080,153,2,No,1,Shashank
https://youtu.be/0I3WXCKfpEQ,"4,290,380",Khaana Kaun Banayega | Stand up comedy by Gaurav Gupta,https://www.youtube.com/channel/UCkv2ml-PB1ZKPGfR7XowRSA,Gaurav Gupta,Male,688000,80002019,00:16:27,987.00,9/20/2022,128000,Hindi,No,No,1,6939,9/25/2022,2160,30,1,No,1,Harshit Prajapat
https://youtu.be/0MTy3s8AMuQ,"1,407,574","VENDHU THANINDHATHU KAADU Review - Simbu, Gautam Vasudevan - Tamil Talkies",https://www.youtube.com/c/TamilTalkies/featured,Tamil Talkies,Male,1530000,393516109,00:08:28,508.00,9/16/2022,22000,Tamil,No,No,0,3093,9/27/2022,1080,822,12,No,0,Jaimo
https://youtu.be/0MVooY7Bo34,"1,747",Malampuzha Dam for sale,https://www.youtube.com/UCac89AKnPWw-y4mREC4WrMw,Boban mattumantha,Male,141,8941,00:33:12,"1,992.00",2/18/2018,39,Malayalam,No,Yes,3,1,5/17/2020,720,207,1,No,0,Sanjay Lakshmanan
https://youtu.be/0PuvJgfadzs,"1,186,526","If Turkey Raises Kashmir, India will raise Cyprus Issue| Jaishankar hits back at Erdogan over Cyprus",https://www.youtube.com/c/WorldAffairsUnacademy,Prashant Dhawan,Male,1100000,"1,238,349,925",09:43:00,"34,980.00",9/22/2022,13000,Hindi,No,Yes,3,822,9/21/2022,1080,1000,10,No,10,Adarsh
https://youtu.be/10Vfnjprr_A,"915,277",When u take a GPS Shortcut,https://www.youtube.com/c/AdamW,Adam Waheed,Male,9070000,6060616436,00:02:39,159.00,9/5/2022,35000,English,Yes,No,0,806,9/25/2022,1080,542,4,No,0,Harshit Prajapat
https://youtu.be/16c9Wcq7EKg,"1,157,031",Part 1 KERALA POLICE Social Media Reaction,https://www.youtube.com/c/KeralaPoliceOfficial,Kerala Police,N/A,269000,6770281,00:07:02,422.00,6/6/2020,146000,Malayalam,Yes,Yes,0,9103,9/28/2020,1080,161,10,No,0,Sanjay Lakshmanan
https://youtu.be/1DL6w0EUQNs,"230,176",AI In Hardware,https://www.youtube.com/user/krishnaik07,Krish Naik,Male,655000,61775251,00:11:55,715.00,16/01/2022,1131,English,No,Yes,3,47,6/22/2022,1080,1497,83,Yes,4,Shashank
https://youtu.be/1RhCjILZr9c,"47,121",Halo Infinite The Secret Weapons You Normally Can't Use,https://www.youtube.com/c/Generalkidd,Generalkidd,N/A,262000,139387001,00:12:14,734.00,12/4/2021,1500,English,Yes,Yes,2,177,8/26/2022,1080,2025,9,No,0,Harshit Prajapat
https://youtu.be/1xtrIEwY_zY,"295,952",Movie Recommender System Project | Content Based Recommender System with Heroku Deployment,https://www.youtube.com/c/CampusX-official,Campus X,Male,40000,3229810,02:17:41,"8,261.00",07/07/2021,6100,Hindi,No,Yes,1,487,9/22/2022,1080,904,5,No,1,Shashank
https://youtu.be/1zxY-0FmxWk,"5,585",Kunal Shah on Building Credibility and Community,https://www.youtube.com/c/yourstorytv,your story tv,N/A,163000,19809968,00:06:49,409.00,4/9/2022,206,English,Yes,Yes,0,3,6/9/2022,1080,3600,20,No,0,Sanjay Lakshmanan
https://youtu.be/25ZuKkbHdqM,"34,637,256","ELON MUSK, JAY LENO AND THE 2021 CYBERTRUCK (FULL SEGMENT) | Jay Leno's Garage",https://www.youtube.com/c/CNBCPrime/featured,CNBC Prime,Male,498000,293806243,04:33:36,"16,416.00",5/28/2020,525000,English,Yes,Yes,0,36892,9/23/2022,1080,4300,75,No,1,Aakash Dodia
https://youtu.be/2kJDTzFtUr4,"1,292,701",How ASML TSMC And Intel Dominate The Chip Market | CNBC Marathon,https://www.youtube.com/c/CNBC,CNBC,N/A,2810000,143122,00:56:38,"3,398.00",8/30/2022,11000,English,Yes,Yes,1,1100,9/28/2022,1080,53000,157,Yes,0,Sanjay Lakshmanan
https://youtu.be/2LgKPtbRne8,"255,907",Thar Se Uttarakhand Aate Hii Khatarnaak Landslide Dekhne Ko Mila,https://www.youtube.com/c/MSKvlogs/featured,MSK,Male,1680000,335344995,00:11:29,689.00,9/15/2022,21000,Hindi,No,Yes,1,401,9/21/2022,1080,990,54,No,0,Jaimo
https://youtu.be/2LsJMGaDfuo,"117,097",Vendhu Thanindhathu Kaadu Review In Tamil - VTK Review | Marana Honest Review | STR | GVM,https://www.youtube.com/c/EnowaytionPlusOfficial,Enowaytion Plus,Male,792000,191083587,00:06:44,404.00,9/15/2022,11000,Tamil,No,No,1,286,9/20/2022,1080,3090,38,No,15,Jaimo
https://youtu.be/2OgBGn1oZc8,"9,631,561",How to Download COVID-19 Vaccine Certificate Using CoWIN Website & Aarogya Setu,https://www.youtube.com/c/Gadgets360,Dianna Cowon,Female,741000,163848464,00:03:41,221.00,5/22/2021,85000,English,No,Yes,0,2591,5/28/2022,1080,3300,60,No,0,Sanjay Lakshmanan
https://youtu.be/2tdQManqyE0,"46,174",The Best Moving Averages for Trading - Money Show Event,https://www.youtube.com/c/OliverVelezTrading/featured,Oliver Velez,Male,254000,22451639,00:31:13,"1,873.00",5/14/2021,1800,English,Yes,Yes,0,146,9/7/2022,1080,1686,64,No,3,Thinesh
https://youtu.be/2Uj1A9AguFs,"38,035,015",Most Popular Websites 1996 - 2019,https://www.youtube.com/channel/UCkWbqlDAyJh2n8DN5X6NZyg,Data Is Wonderful,Company,1380000,235117126,08:25:00,"30,300.00",14/10/2019,421000,English,No,Yes,0,50000,9/23/2022,2160,58,4,No,1,Shashank
https://youtu.be/2WbJxLur5Uk,"9,212,498",Top 23 Nuclear Bomb Scenes in Gaming,https://www.youtube.com/c/Svirok,Svirok,Male,202000,84867567,00:15:50,950.00,6/30/2019,135000,English,No,Yes,3,8276,9/25/2022,1080,985,24,No,0,Harshit Prajapat
https://youtu.be/3mnSDifDSxQ,"29,060,033",The Largest Star in the Universe – Size Comparison,https://www.youtube.com/c/inanutshell,Kurzgesagt – In a Nutshell,N/A,19300000,2092567915,00:11:58,718.00,9/22/2020,742000,English,Yes,Yes,0,40452,9/25/2022,1080,163,8,No,0,Harshit Prajapat
https://youtu.be/3RNAhmu5orY,23,Referencing Battle between Relative and Fixed Referencing,https://www.youtube.com/results?search_query=your+excel+guy,Kadhiravan Jayachandhiran,Male,324,2797,00:02:45,165.00,1/18/2022,3,English,Yes,Yes,0,0,N/A,1080,66,5,No,0,Thinesh
https://youtu.be/3vlNf1WCJc8,"1,090,669",Shawarma | Comedy | Jumpcuts | Hari & Naresh,https://www.youtube.com/c/jumpcuts,Hari baskar,Male,2270000,268584946,00:09:46,586.00,9/15/2021,86000,Tamil,No,Yes,0,1858,8/20/2022,2160,113,17,No,0,Thinesh
https://youtu.be/3w6UuOARJxs,"25,797,350","Extreme Chinese Street Food - JACUZZI CHICKEN and Market Tour in Kunming! | Yunnan, China Day 4",(8) Mark Wiens - YouTube,Mark Wiens,Male,9240000,2175362276,00:29:34,"1,774.00",12/27/2017,182000,English,Yes,Yes,0,13158,9/23/2022,1440,1200,65,No,0,Aakash Dodia
https://youtu.be/4_g70uxPXrA,"2,858,264",Monthly Income Scenario - the reality,https://www.youtube.com/c/jumpcuts,Hari baskar,Male,2270000,268584946,00:05:04,304.00,7/4/2018,125000,Tamil,No,Yes,0,4135,8/20/2022,1080,113,17,No,0,Thinesh
https://youtu.be/4_ShUZ38hbI,"803,748",Why R u Running ?? @7seaSPRAYGOD ??,https://www.youtube.com/c/OMEGAAAA,Sahil Jakhar,Male,249000,25563846,00:00:29,29.00,22/08/2021,37000,Hindi,No,No,0,274,9/9/2022,2160,344,0,No,0,Shashank
https://youtu.be/4fOl2ztxBVk,"4,450,290",Huge 100-inch 4K Laser TV - 100 Inches for Less $$$,https://www.youtube.com/c/unboxtherapy,Lewis Hilsenteger,Male,18200000,4357128406,00:09:28,568.00,13/11/2021,36732,English,Yes,Yes,3,2900,9/23/2022,2160,2065,11,No,1,Shashank
https://youtu.be/4PSUMFv58Lg,"2,959,747",Kaun Hai Asli Pankaj Tripathi Ft. Pankaj Tripathi & Abhishake Jha | TSP,https://www.youtube.com/c/TheScreenPatti,The Screen Patti,N/A,5850000,973013708,00:11:39,699.00,8/23/2022,161000,Hindi,Yes,Yes,3,3874,9/25/2022,1080,306,30,Yes,12,Harshit Prajapat
https://youtu.be/4tKYXfOtBGs,"207,799",Thailand| World Ride Day 25 | Cherry Vlogs,https://www.youtube.com/c/CherryVlogs-CV,Cherry Vlogs,Male,1220000,140247935,00:20:52,"1,252.00",9/9/2022,22000,Tamil,No,Yes,1,941,9/6/2022,2160,885,30,No,5,Jaimo
https://youtu.be/4UAGIwrktmw,"1,141,029","Disha Teaches Meenu a Lesson | Jitendra Kumar, Arushi Sharma | Jaadugar | Netflix India",https://www.youtube.com/c/NetflixIndiaOfficial,Netflix India,N/A,19100000,5467041937,00:03:01,181.00,8/25/2022,13000,Hindi,No,Yes,3,160,9/25/2022,1080,2829,93,No,19,Harshit Prajapat
https://youtu.be/52kmumrAEW8,"853,065",Scout & BLOOPERS [ Fails ] - Behind the Scenes Compilation *EPIC ,https://www.youtube.com/c/sc0utOP,Tanmay Singh,Male,4510000,545401335,00:11:09,669.00,5/15/2021,108000,Hindi,No,Yes,0,2392,7/20/2022,1080,865,5,No,1,Thinesh
https://youtu.be/5AF2sefJvGs,"2,572,581",Tea Kadai Paavangal | Parithabangal,https://www.youtube.com/c/Parithabangal/featured,Parithabangal,Male,3880000,555719144,00:13:01,781.00,9/12/2022,137000,Tamil,Yes,Yes,1,2600,9/20/2022,1080,257,15,No,2,Jaimo
https://youtu.be/5INZBeuaETg,"16,533,651",BATTLEGROUNDS MOBILE INDIA,https://www.youtube.com/c/BattlegroundsMobile_IN,Battlegrounds Mobile,Company,5100000,467532199,00:10:00,600.00,06/05/2021,1100000,English,No,Yes,2,88000,9/23/2022,1440,347,7,No,1,Shashank
https://youtu.be/5ivdBwrBX8Q,"101,282",SOLO Moto Camping | RELAX to Nature ASMR | Silent Vlog,https://www.youtube.com/c/RobHamilton11/featured,Rob Hamilton,Male,69800,4361724,00:29:02,"1,742.00",9/17/2022,1600,English,Yes,Yes,1,254,9/23/2022,2160,8,1,No,1,Jaimo
https://youtu.be/5JKTbU6RnA0,"717,923",How India can Become Rich by Adopting the Ireland Education Model?,https://www.youtube.com/c/ThinkSchool,Ganesh Prasad,Male,2250000,134771915,11:45:00,"42,300.00",16/07/2021,29576,English,Yes,Yes,3,1800,9/20/2022,1080,171,7,Yes,8,Shashank
https://youtu.be/5LGvQaYB67I,"2,287,635",How HDFC's Genius strategies KILLED the Banking Monopolies in India? : Business Case study,https://www.youtube.com/c/ThinkSchool,Ganesh Prasad,Male,2250000,134771915,13:16:00,"47,760.00",01/02/2022,44690,English,Yes,Yes,1,1200,9/19/2022,1080,171,7,Yes,8,Shashank
https://youtu.be/5Tm0H1CXgXI,"638,360",$178 vs $12 Sundae: Pro Chef & Home Cook Swap Ingredients | Epicurious,https://www.youtube.com/user/epicuriousdotcom,Epicurious,NA,4400000,1200886529,00:17:14,"1,034.00",8/31/2022,11000,English,Yes,Yes,0,466,9/20/2022,1080,1342,99,No,2,Thinesh
https://youtu.be/5v-wyR5emRw,"12,969,755",Tell Me About Yourself - A Good Answer To This Interview Question,https://www.youtube.com/c/DanLok,Dan Lok,Male,4330000,264775466,10:01:00,"36,060.00",25/12/2019,506000,English,Yes,Yes,3,10000,8/22/2022,1080,1729,134,No,1,Shashank
https://youtu.be/5xpPqUvzXzY,"100,323",The Bombay Journey ft. Swara Bhasker with Siddharth Aalambayan - EP92,https://www.youtube.com/c/MashableIndiaYT/featured,Mashable India,Male,250000,124395531,00:36:12,"2,172.00",9/13/2022,1900,English,No,Yes,1,475,9/24/2022,1080,832,32,Yes,3,Jaimo
https://youtu.be/6AAZf_MjWos,"5,715,307","ICE AGE: DAWN OF THE DINOSAUR Clips - ""A Brother I Never Had"" (2009)",https://www.youtube.com/channel/UC2sxxXRBL5SgY0fI58BrOCA,JoBlo Animated Videos,N/A,1580000,876389815,00:10:19,619.00,4/9/2021,43000,English,Yes,No,0,0,N/A,1080,2670,54,No,7,Harshit Prajapat
https://youtu.be/6DSrh02KxEs,"17,904,937",BYN : We All Have That One Friend Feat. Ashish Chanchlani,https://www.youtube.com/user/beyounick,Beyounick,Company,4550000,842626529,03:38:00,"13,080.00",27/09/2017,670000,Hindi,Yes,Yes,0,6500,9/1/2022,720,270,16,No,1,Shashank
https://youtu.be/6m4sPMOH5A4,"321,647",iPhone 14 Pro UNBOXING and SETUP - Space Black,https://www.youtube.com/c/KarlConrad,Karl Conrad,Male,749000,151503220,00:11:06,666.00,9/15/2022,5800,English,No,Yes,1,613,9/27/2022,2160,1216,9,No,0,Jaimo
https://youtu.be/6mRbDEtDoyA,"11,281,627",The Untold Truth About Money: How to Build Wealth From Nothing.,https://www.youtube.com/c/JamesJani,James Jani,Male,1200000,39923999,17:25:00,"62,700.00",17/04/2020,624000,English,Yes,Yes,0,47000,9/23/2022,1080,18,3,No,1,Shashank
https://youtu.be/6ObQdhfiQo8,"9,661,580",10 Things Netflix Is Hiding About Pablo Escobar,https://www.youtube.com/channel/UCseUL8OET_FOG2QzzpXEr1A/featured,The Fugitive,Male,246000,76569288,11:45:36,"42,336.00",1/14/2022,93000,English,Yes,Yes,0,5134,9/23/2022,1080,57,0,No,0,Aakash Dodia
https://youtu.be/6Oi_luwl2HA,"526,196",Feel The Waters by Sarah Reeves (OFFICIAL MUSIC VIDEO),https://www.youtube.com/channel/UCGxcgfDw8p2FZ6PFsaQHFhw,Sarah Reeves,Female,187000,40557696,00:04:04,244.00,2/2/2018,6300,English,No,Yes,0,219,6/26/2022,2160,129,42,No,0,Harshit Prajapat
https://youtu.be/6-tS7-IhCbI,"3,689,493",The Genius Marketing Strategy of Marlboro Cigarettes | Business Marketing Case study,https://www.youtube.com/c/ThinkSchool,Ganesh Prasad,Male,2250000,134771915,07:57:00,"28,620.00",30/03/2021,145615,English,Yes,Yes,3,4300,9/22/2022,1080,171,7,No,8,Shashank
https://youtu.be/6Yq55Diq6EM,"65,043",3 Easy Tips To Overcome Laziness,https://www.youtube.com/c/RahulMyoutubeChannel,Rahul M,Male,437000,40888565,00:05:17,317.00,6/16/2022,4600,Tamil,No,Yes,0,177,8/20/2022,2160,452,14,No,2,Thinesh
https://youtu.be/729CUzqnjiY,"53,415",MEETING MY FRIENDS ALL TOGETHER AFTER 4 YEARS || MARRIAGE VIBES ||,https://www.youtube.com/c/JustBananaPranav/featured,Just Banana,Male,413000,98041092,00:11:07,667.00,9/13/2022,2500,Tamil,No,Yes,1,72,9/22/2022,1080,509,15,No,3,Jaimo
https://youtu.be/72XTN540k3A,"83,084",Start your Business the easy way With Google as your partner,https://www.youtube.com/c/Lesics,Lesics,N/A,5860000,810537624,00:06:38,398.00,2/18/2022,2300,English,Yes,Yes,0,195,8/28/2022,1080,207,15,No,0,Sanjay Lakshmanan
https://youtu.be/7DlE8EESsi8,"18,133,727",Best Flight as a Captain | Flying Beast,(3) Flying Beast - YouTube,Flying Beast,Male,7690000,3170530914,00:14:24,864.00,8/25/2018,615000,Hindi,No,Yes,0,8297,9/23/2022,1080,1200,9,No,0,Aakash Dodia
https://youtu.be/7dNl--kBSUA,"4,667,426",Super Over | Karachi Kings vs Multan Sultans | Match 31 | HBL PSL 2020 | MB2E,https://www.youtube.com/c/PakistanSuperLeagueOfficial,Pakistan Super League,Male,40300000,"743,233,716",00:16:14,974.00,11/25/2020,5600,English,No,Yes,1,812,9/22/2022,1080,1200,100,No,2,Adarsh
https://youtu.be/7EoGHD9bk-0,"1,038,332",Return to @Google office after 2 years of Covid | Traffic hits bad!,https://www.youtube.com/c/100GB,Gaurav ,Male,42400,2968295,00:07:58,478.00,24/04/2022,7500,English,Yes,Yes,3,359,9/9/2022,1080,54,7,No,1,Shashank
https://youtu.be/-7ovOfDnrco,"339,221",5 Taco Making Gadgets Tested By Design Expert | Well Equipped | Epicurious,https://www.youtube.com/user/epicuriousdotcom,Epicurious,NA,4400000,1200886529,00:19:14,"1,154.00",9/12/2022,4600,English,Yes,Yes,0,375,9/20/2022,1080,1342,99,No,2,Thinesh
https://youtu.be/7PJqzus9i6k,"11,509",Mahindra XUV 400 EV full review by Motozip,https://www.youtube.com/c/MotoZip,Moto Zip,N/A,2610000,203171516,00:10:04,604.00,9/11/2022,306,Hindi,No,Yes,1,26,9/23/2022,1080,311,8,No,0,Jaimo
https://youtu.be/7Q7vLo2rCdc,"166,019",New 2023 KTM Duke 250 | Ride Review & Price | First in Tamil,https://www.youtube.com/c/VSAUTOSTamil/featured,VS autos tamil,Male,237000,37413743,00:11:32,692.00,9/14/2022,6200,Tamil,No,Yes,1,323,9/21/2022,1080,483,26,No,0,Jaimo
https://youtu.be/7W9X6b8THp8,"9,440,437",CarryMinati's REAL LIFE Story,https://www.youtube.com/c/BeerBicepsOfficial,Ranveer Allahbadia,Male,4290000,379667831,00:00:00,0.00,3/8/2019,505000,English,Yes,Yes,2,8664,9/21/2022,1080,668,30,Yes,2,Aakash Dodia
https://youtu.be/7wtfhZwyrcc,"2,309,754,298",Imagine Dragons - Believer (Official Music Video),(6) ImagineDragons - YouTube,Imagine Dragons,Male,28900000,14642218779,00:03:36,216.00,3/7/2017,19000000,English,Yes,Yes,0,607470,9/23/2022,1080,73,35,No,0,Aakash Dodia
https://youtu.be/80eHezrg8xM,"491,455",Even Kidney can’t AFFORD it - iPhone 14 Pro,https://www.youtube.com/c/TechBar,Sanchit,Male,11000000,"336,836,583",00:11:21,681.00,9/17/2022,17000,Hindi,No,Yes,3,759,9/23/2022,1080,400,17,No,1,Adarsh
https://youtu.be/82GUjPConiE,"119,278,111",Bonobo Love | Wild Wives of Africa,https://www.youtube.com/user/NatGeoWild,Nat Geo Wild,Company,4360000,1337090448,02:40:00,"9,600.00",01/11/2011,125000,English,No,Yes,3,13000,9/23/2022,1080,3397,134,No,5,Shashank
https://youtu.be/82VlSSGEhkE,"131,122",1958 Jeep Willys CJ3B - The First Ever SUV Isn't Easy To Drive | Faisal Khan,https://www.youtube.com/c/FasBeam,Faisal Khan,Male,1610000,645949376,00:15:48,948.00,9/15/2022,2400,English,No,Yes,1,119,9/21/2022,1080,2090,14,No,8,Jaimo
https://youtu.be/8352JG8CCoE,"1,300,171",How China is TRAPPING INDIA using Pakistan & Sri Lanka? :Geopolitics Case study (China's Trade plan),https://www.youtube.com/c/ThinkSchool,Ganesh Prasad,Male,2250000,134771915,00:03:18,198.00,27/04/2022,50938,English,Yes,Yes,4,3200,9/22/2022,1080,171,7,Yes,8,Shashank
https://youtu.be/88w2MQpvhfU,"1,619,864",Troll Video Bala Troll Albin Joshy,https://www.youtube.com/c/ALBiNJOSHY,Albin Joshy,Male,693000,59728733,00:02:54,174.00,9/29/2021,47000,Malayalam,No,Yes,3,2454,9/25/2022,1080,317,4,No,2,Sanjay Lakshmanan
https://youtu.be/8-AZ1DIWAks,"2,831,982",Boycott These Cringe Instagram Couple! (ESHAN & ARSHI ROAST),https://www.youtube.com/c/Thugesh,Mahesh Keshwala,Male,341000,"518,683,927",00:40:00,"2,400.00",9/21/2022,142000,Hindi,No,Yes,3,"4,692",9/21/2022,1080,250,5,No,1,Adarsh
https://youtu.be/8gcn6mIWS38,"610,050",SAUDI CHAMPAGNE CHALLENGE @albaikfeastoexpress Foodie Sha,https://www.youtube.com/c/FoodieSha,Shah,Male,743000,270408503,00:03:37,217.00,9/5/2021,25000,Malayalam,No,Yes,2,202,9/28/2021,1080,301,30,No,0,Sanjay Lakshmanan
https://youtu.be/8h9jwowG7Js,"25,666,162",Lata Mangeshkar 's rendition of Gayatri Mantra for newlyweds Isha Ambani and Anand Piramal,https://www.youtube.com/c/DeshGujaratHD/featured,Desh Gujarat HD,N/A,969000,414511633,00:01:22,82.00,12/15/2018,126000,Hindi,Yes,Yes,0,3090,5/28/2022,720,5700,1,No,0,Sanjay Lakshmanan
https://youtu.be/8jyk-fT7alE,"9,189,228",TRUE Love Found on OMEGLE ??,https://www.youtube.com/c/adarshuc,Adarsh Singh,Male,1950000,128933710,00:07:47,467.00,23/03/2022,684000,Hindi,Yes,Yes,0,10000,9/23/2022,1080,91,1,No,1,Shashank
https://youtu.be/8PRpzPY7YwQ,"1,807,795",FIRST LOOK: Ferrari Purosangue – £300k+ 4x4 with 715bhp V12 and electric doors | Top Gear,https://www.youtube.com/c/TopGear/featured,Top Gear,Male,8490000,3656969808,00:16:42,"1,002.00",9/13/2022,27000,English,Yes,Yes,0,4200,9/20/2022,2160,1622,34,No,0,Jaimo
https://youtu.be/8QSDzqtThl8,"1,024,389",Psychiatrist Sothanaigal | Types of Patients | Sothanaigal,https://www.youtube.com/c/Sothanaigalmedia,Sothanaigal,N/A,2270000,214105955,00:11:43,703.00,9/14/2022,25000,Tamil,No,Yes,1,389,9/21/2022,1080,94,13,Yes,2,Jaimo
